"Name";"English name";"Other name";"Genres";"Synopsis";"Type";"Episodes";"Aired";"Year";"Status";"Producers";"Licensors";"Studios";"Source";"Duration";"Image URL"
"Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi";"UNKNOWN";"GO!GO!TOKYO MER 緊急事態と戦う仲間達";"Comedy";"The live-action Tokyo MER: Hashiru Kinkyuukyuumeishitsu medical drama series got a short anime to commemorate the series' movie announcement. It portrays the characters as animals.

(Source: ANN)";"ONA";"20";"2022/01/05";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"FUNNY MOVIE";"Other";"2";"https://cdn.myanimelist.net/images/anime/1139/121350.jpg"
"Futoku no Guild";"Immoral Guild";"不徳のギルド";"Comedy, Fantasy, Ecchi";"Despite having a good reputation as one of the most seasoned guards in the local guild of Mebuki, Kikuru Madan believes he has been wasting his youth and hopes to spend the rest of it like any other person. However, his conscience prevents him from retiring at present, as he worries about the guild's future without him.

Coincidentally—as if to help him find his successor—the guild's receptionist, Enome, assigns Kikuru four fresh recruits: the energetic beastwoman Hitamu ""Hitamuki"" Kyan, the prodigy Maidena Ange, the laid-back Toxico Dannar, and the stalwart Hanabata Nohkins. Although each of them possesses significant talents, they also display characteristics that detract from their potential—including Hitamu's extreme clumsiness and Hanabata's unintentional perverseness.

As if there was not enough to deal with, the monsters outside Mebuki's walls start exhibiting odd behavior by targeting women salaciously, causing the party endless problems in more ways than one. Nevertheless, Kikuru is committed to retiring early; to achieve his goal, the guidance he gives the trainees will be absolutely essential.";"TV";"12";"2022/10/05";"2022.0";"Finished Airing";"Square Enix, Lantis, AT-X, Egg Firm, Kadokawa, Bandai Namco Music Live";"Sentai Filmworks";"TNK";"Manga";"24";"https://cdn.myanimelist.net/images/anime/1651/128718.jpg"
"Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu";"Vermeil in Gold";"金装のヴェルメイユ ～崖っぷち魔術師は最強の厄災と魔法世界を突き進む～";"Fantasy, Ecchi";"Alto Goldfilled, a diligent student at the Ortigia Academy of Magic, aspires to become a powerful sorcerer. But he is unable to become one as, despite his excellent grades and strong commitment to his studies, he fails his summoning class. With the threat of repeating a year hanging over his head, Alto tries following an old, worn-out grimoire in a desperate attempt to resolve his situation.

To his surprise, he succeeds and summons a powerful demon named Vermeil. As a sign of gratitude for releasing her, Vermeil agrees to become Alto's familiar, sealing their relationship with a deep kiss. Little does Alto know what else he is capable of and what Vermeil's past hides.";"TV";"12";"2022/07/05";"2022.0";"Finished Airing";"Square Enix, Toei Video, Pony Canyon, AT-X, Studio Mausu, Hakuhodo DY Music & Pictures, BS11, APDREAM";"Sentai Filmworks";"Staple Entertainment";"Manga";"23";"https://cdn.myanimelist.net/images/anime/1561/125302.jpg"
"Xin Qin Shi Mingyue";"UNKNOWN";"新秦时明月";"Action, Fantasy";"Remaster of the first two seasons of Qin Shi Mingyue.";"ONA";"39";"2021/11/25";"2021.0";"Finished Airing";"Youku";"UNKNOWN";"UNKNOWN";"Novel";"20";"https://cdn.myanimelist.net/images/anime/1737/121356.jpg"
"Isekai Yarisaa";"UNKNOWN";"異世界ヤリサー";"Hentai";"No description available for this anime.";"OVA";"2";"2022/04/28";"2022.0";"Finished Airing";"Lune Pictures, Antechinus";"UNKNOWN";"T-Rex";"Manga";"16";"https://cdn.myanimelist.net/images/anime/1893/121359.jpg"
"BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!";"UNKNOWN";"ガルパ5周年記念アニメ";"UNKNOWN";"A two-episode animation commemorating the 5th anniversary of 'BanG Dream! Girls Band Party!'";"ONA";"2";"2022/03/10";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"SANZIGEN";"Mixed media";"23";"https://cdn.myanimelist.net/images/anime/1343/121390.jpg"
"Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita";"My One-Hit Kill Sister";"異世界ワンターンキル姉さん ～姉同伴の異世界生活はじめました～";"Comedy, Fantasy";"While saving a child from harm, otaku Asahi Ikusaba is transported to another world and believes he has reincarnated with cheat skills similar to those of the characters from his favorite games and novels. Unfortunately, reality strikes when an encounter with a powerful monster shows that he is still nothing more than an average person.

In this moment of extreme danger, Asahi instinctively calls out to his overly doting sister, Maya, who appears out of nowhere, possessing the overpowered abilities he thought he had. Maya is ecstatic to see her brother again and resolves to use her newfound powers to protect Asahi no matter what.

Together, the close-knit siblings attempt to find a way back home while enjoying their new lives. However, it soon becomes clear that their arrival in this world may have had a purpose. With the Demon King's overwhelmingly powerful army approaching, no one but Maya seems to be able to stand in its way.";"TV";"12";"2023/04/08";"2023.0";"Currently Airing";"KlockWorx, Nikkatsu, BS Fuji, Tokyo MX, FUTURE LEAP";"UNKNOWN";"Gekkou";"Manga";"23";"https://cdn.myanimelist.net/images/anime/1250/135256.jpg"
"Uma Musume: Pretty Derby - 1st Anniversary Special Animation";"UNKNOWN";"ウマ娘 プリティーダービー 1st Anniversary Special Animation";"Comedy, Slice of Life, Sports";"Initially unveiled on the Pakatube! Channel's ""Paka Live TV Vol.14 1st Anniversary Special!"" stream, a special animation was shown commemorating the 1st anniversary of the Uma Musume: Pretty Derby mobile game starring Kitasan Black and Satono Diamond.

The story begins at the entrance ceremony of the Tracen Academy in spring. Kitasan Black, still unaware of her dream, begins to pursue her aspirations with a clean slate, while Satono Diamond attempts to win the GI to fulfill her family's long-cherished wish. No one knows what the outcome of the race will be for both of them as they set off with their hearts full of hope.

(Source: Crunchyroll, edited)";"Special";"1";"2022/02/22";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"Studio Kai";"Game";"7";"https://cdn.myanimelist.net/images/anime/1424/121398.jpg"
"Taikutsu wo Saien Shinaide";"Don’t replay the boredom.";"退屈を再演しないで";"UNKNOWN";"Music video for the song Taikutsu wo Saien Shinaide by Eve.";"Music";"1";"2022/03/11";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"UNKNOWN";"Original";"3";"https://cdn.myanimelist.net/images/anime/1349/121403.jpg"
"Darkroom";"UNKNOWN";"ダークルーム";"Avant Garde";"An animated music video for the song Darkroom written by Dios.";"Music";"1";"2022/03/11";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"Mimoid";"Original";"2";"https://cdn.myanimelist.net/images/anime/1641/121420.jpg"
"Eternity Memories";"Eternity Memories";"10周年記念アニメーション「ETERNITY MEMORIES」";"Fantasy";"An animation commemorating the 10th anniversary of the The iDOLM@STER Cinderella Girls franchise, featuring 190 idols.";"Special";"1";"2022/08/28";"2022.0";"Finished Airing";"Cygames";"UNKNOWN";"CygamesPictures";"Game";"49";"https://cdn.myanimelist.net/images/anime/1651/127502.jpg"
"Sekigahara Gassen: Kiro ni Tatta Tarui no Bushou-tachi";"UNKNOWN";"関ヶ原合戦 岐路に立った垂井の武将たち";"UNKNOWN";"The anime short depicts the feelings of two warlords, Takenaka Shigekado and Tamehiro Hiratsuka, who were both comrades in the service of the Toyotomi family but became enemies during the Battle of Sekigahara. The anime focuses on the relationship the two men had with the famous military strategist Takenaka Shigeharu, who served as the advisor for Toyotomi Hideyoshi.

(Source: ANN)";"ONA";"1";"2022/02/27";"2022.0";"Finished Airing";"Pony Canyon";"UNKNOWN";"UNKNOWN";"Other";"8";"https://cdn.myanimelist.net/images/anime/1197/121423.jpg"
"Anata no wo Uchi ga Eigakan";"Your House is a Movie Theater";"あなたのおうちが映画館";"UNKNOWN";"A short animation that rethinks Netflix as a commercial that was broadcast on TV stations in the late 1970s and early 1980s, complete with Showa-style aesthetics.";"Special";"1";"2022/03/10";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"UNKNOWN";"Original";"0";"https://cdn.myanimelist.net/images/anime/1377/130047.jpg"
"Miko Note Episode 0: Zenjitsudan";"UNKNOWN";"【ミコノート】第""０""話 -前日譚-";"Mystery, Slice of Life";"Short animation depicting the day before the events of the Miko Note mobile game.";"ONA";"1";"2022/02/28";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"UNKNOWN";"Game";"11";"https://cdn.myanimelist.net/images/anime/1018/122215.jpg"
"15-pun de Oitsukeru: Shingeki no Kyojin";"Attack on Titan in 15 Minutes";"15分で追いつける！アニメ『進撃の巨人』";"Action, Drama, Fantasy, Mystery";"A special video that catches up with the contents from Season 1 to Season 3.

(Source: Official YouTube Channel)";"ONA";"1";"2020/12/02";"2020.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"Wit Studio";"Manga";"15";"https://cdn.myanimelist.net/images/anime/1226/121427.jpg"
"20-pun de Oitsukeru: Shingeki no Kyojin";"Attack on Titan in 20 Minutes";"20分で追いつける！アニメ『進撃の巨人』";"Action, Drama, Fantasy, Mystery";"20 minutes to catch up with the contents of Season 1 to The Final Season Part 1.

(Source: Official YouTube Channel)";"ONA";"1";"2021/12/27";"2021.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"MAPPA, Wit Studio";"Manga";"20";"https://cdn.myanimelist.net/images/anime/1582/121428.jpg"
"Aharen-san wa Hakarenai Mini";"UNKNOWN";"阿波連さんははかれない ミニ";"Comedy";"Mini anime for Aharen-san wa Hakarenai released on the official Twitter.";"ONA";"18";"2022/03/12";"2022.0";"Finished Airing";"Felix Film";"UNKNOWN";"AQUA ARIS";"Manga";"1";"https://cdn.myanimelist.net/images/anime/1478/129780.jpg"
"D4DJ Double Mix";"UNKNOWN";"D4DJ Double Mix";"UNKNOWN";"A special episode focusing on the story of Merm4id and Rondo, including a new, joint performance by the two groups.";"Special";"1";"2022/08/19";"2022.0";"Finished Airing";"Bushiroad";"UNKNOWN";"SANZIGEN";"Mixed media";"23";"https://cdn.myanimelist.net/images/anime/1604/125503.jpg"
"Spy Kyoushitsu";"Spy Classroom";"スパイ教室";"Action, Fantasy, Mystery";"A decade ago, mankind witnessed the deadly potential of weapons caused by the Great War. To avoid another catastrophe, governments worldwide have resorted to espionage to fulfill their agendas.

In the Din Republic, Lily is an enthusiastic young girl who aspires to become a spy and serve her nation. However, she begins to doubt her abilities, as she struggles to perform well academically. Lily's passion is reignited when she is offered provisional graduation by joining the spy team Lamplight, which she eagerly accepts despite the enigmatic nature of the opportunity.

Upon arriving at her destination, Lily is surprised to find six other girls waiting there, all of whom have faced their own academic difficulties as well. A mysterious man named Klaus soon appears and reveals they must complete an ""Impossible Mission"": to infiltrate the Galgad Empire after just one month of training. Although skeptical, the girls eventually agree to work together under Klaus' guidance—as this might be their only chance to prove their worth as spies.";"TV";"12";"2023/01/05";"2023.0";"Finished Airing";"Movic, AT-X, Studio Mausu, BS NTV, Kadokawa";"Sentai Filmworks";"feel.";"Light novel";"25";"https://cdn.myanimelist.net/images/anime/1491/132864.jpg"
"Tata Tu Ran Xiang Dao";"Tata's Rainbow Brainstorm";"獭獭突然想到";"Comedy";"We follow Tata in his ""what if"" stories along with Shaka, his chameleon friend.";"ONA";"12";"2020/07/08";"2020.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"UNKNOWN";"Unknown";"3";"https://cdn.myanimelist.net/images/anime/1672/121451.jpg"
"Tata Tu Ran Xiang Dao 2";"Tata's Rainbow Brainstorm 2";"獭獭突然想到 第二季";"Comedy";"No description available for this anime.";"ONA";"12";"2022/01/11";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"UNKNOWN";"Unknown";"5";"https://cdn.myanimelist.net/images/anime/1299/121452.jpg"
"Bakugan: Evolutions";"Bakugan: Evolutions";"爆丸エボリューションズ";"Action, Fantasy";"In Bakugan: Evolutions, fan-favourite Bakugan heroes – including Drago, Trox, Pegatrix, Hydorous, Howlkor and Pharol – return stronger, faster and better than ever! Strange occurrences begin to happen in the new action-packed season; elemental energy from Vestroia is seeping into Earth, creating strange phenomena and causing Bakugan to rage out with excess energy! It’s not all bad though, as our heroes realize the Vestroian elemental energy is also causing elemental evolutions among our Bakugan! Along with these new evolutions comes a new breed of elemental brawlers, propelling the Awesome Brawlers to adapt and in effect, take Bakugan brawling to a whole new level, unlocking even more awesome powers and evolutions! Once again, the fate of two worlds, Earth and Vestroia, rests in the hands of the Awesome Brawlers and their Bakugan partners.

(Source: Corus Entertainment)";"ONA";"26";"2022/02/06";"2022.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"TMS Entertainment";"Original";"22";"https://cdn.myanimelist.net/images/anime/1905/121453.jpg"
